,Labels,Column_1,Column_2
228,health.,0.23138363659381866,0.47187039256095886
229,pity,0.4622472822666168,-0.3207522928714752
230,belonging,0.4275064766407013,-0.07811025530099869
231,removed,0.4757950007915497,-0.48047953844070435
232,waved,-0.025851501151919365,-0.20151345431804657
233,farther.,0.381451278924942,0.5606188178062439
234,just,-1.861406683921814,-0.808866560459137
235,tired.,0.3034297227859497,0.48242682218551636
236,prospered,-0.10014475882053375,-0.08605515211820602
237,forfeit,-0.015101726166903973,-0.32384827733039856
238,assigned,0.0822964534163475,-0.585493266582489
239,ceased,-0.13683673739433289,0.034096378833055496
240,backwards,0.5952861905097961,0.1494472175836563
241,colours,0.10709584504365921,0.1924484670162201
242,stitched,0.04082333296537399,-0.37548989057540894
243,defective,-0.19141340255737305,0.3292624354362488
244,sickle,-0.2221175730228424,0.21525618433952332
245,odious,-0.008337424136698246,-0.24704384803771973
246,renowned,0.04970516264438629,0.2665853798389435
247,growling,-0.08758817613124847,0.21010643243789673
248,lacking,0.17849735915660858,0.21363374590873718
249,overlooking,0.019613955169916153,-0.42376381158828735
250,sprouted,0.21338514983654022,0.13484422862529755
251,use.,0.15095292031764984,0.49862247705459595
252,stairs,-0.010644610971212387,0.019528735429048538
253,remove,0.004127808380872011,-0.40878811478614807
254,fiery,-0.792182981967926,0.6235525012016296
255,bade,-0.08843880146741867,-1.3099966049194336
256,sighed,-0.02696254849433899,0.0558631531894207
257,filthy,-0.16670891642570496,0.25953367352485657
258,cowardly,-0.31627652049064636,0.12067205458879471
259,unlock,-0.028553837910294533,-0.3386901021003723
260,summons,-0.04851739481091499,-0.12456678599119186
261,pursues,-0.2524683177471161,-0.247687429189682
262,common,-0.08514660596847534,0.32040008902549744
263,daily,-0.2493133842945099,0.14289572834968567
264,wherever,0.771981418132782,-1.0195797681808472
265,hidden,-0.037971142679452896,-0.13226450979709625
266,heir,0.7623963952064514,-0.13615302741527557
267,chestnut,-0.1798420250415802,0.10249815881252289
268,brings,-0.07315269857645035,-0.09294957667589188
269,peck,-0.00891780573874712,-0.8750777244567871
270,name.,0.14724114537239075,0.5382271409034729
271,howl,-0.31553077697753906,-0.037356872111558914
272,fits.,0.27597734332084656,0.5509694814682007
273,grows,0.028817322105169296,0.04527229070663452
274,scorned,0.3950739800930023,-0.42212793231010437
275,5.,-0.20632077753543854,0.018875986337661743
276,adventures,0.5847057700157166,0.3930276930332184
277,tomorrow,-0.2417524755001068,1.0529792308807373
278,tails,-0.022229203954339027,0.2386743426322937
279,shoot,0.0581020712852478,-0.19502711296081543
280,mr,-0.6959524750709534,2.731544256210327
281,hither,0.6144994497299194,0.35821348428726196
282,girls,0.0993294045329094,0.06345896422863007
283,krr,-0.08387389779090881,0.26833096146583557
284,future,-0.5966774225234985,0.05957699567079544
285,miserable,-0.38674917817115784,0.34846991300582886
286,refresh,0.31280165910720825,-0.07960041612386703
287,spending,-0.21514563262462616,-0.14047804474830627
288,hesse,0.03529849275946617,0.1040337085723877
289,absence,-0.07450849562883377,-0.46073922514915466
290,see,1.3833584785461426,-1.1814337968826294
291,wear,0.7712851762771606,-0.6067864894866943
292,nice,-0.251947283744812,0.5576999187469482
293,shift,0.21036970615386963,-0.012073248624801636
294,at,-6.211063861846924,-6.400955677032471
295,nutshells,0.07257772982120514,0.19148148596286774
296,sugarloaf,-0.41565194725990295,0.4307257831096649
297,plash,0.3870105743408203,0.17373479902744293
298,shutting,-0.15392380952835083,-0.46514788269996643
299,ve,0.027177687734365463,-0.028864964842796326
300,terror,0.01849064603447914,0.19576933979988098
301,lieu,0.4951920509338379,0.38977137207984924
302,affected,0.04497324302792549,-0.7009144425392151
303,wanderer,-0.18004891276359558,0.009817153215408325
304,rumpelstiltskin,-0.421634316444397,0.07166281342506409
305,observing,0.057504769414663315,-0.6150874495506287
306,everything.,0.30939146876335144,0.568358302116394
307,castle.,0.5460057854652405,0.7481544017791748
308,prettier,-0.040576983243227005,0.1684589833021164
309,waving,-0.2591577172279358,0.13041849434375763
310,stood,-0.21048685908317566,-0.13680531084537506
311,suspecting,-0.09850776940584183,-0.4536161422729492
312,better,-0.24861206114292145,0.9430737495422363
313,peace.,0.33479273319244385,0.3652426302433014
314,pitiful,-0.11763281375169754,0.15618543326854706
315,costly,-0.3618139922618866,0.44934189319610596
316,distribute,-0.2941650152206421,-0.5600537061691284
317,enable,0.1528363823890686,-0.5546148419380188
318,nest,0.00783165916800499,-0.19904236495494843
319,thrown,0.0250047966837883,-0.20829415321350098
320,dismal,-0.28171366453170776,0.05363272503018379
321,errors,0.24864566326141357,0.16388104856014252
322,window-seat,0.016308847814798355,-0.2719990313053131
323,entice,0.07004110515117645,-0.6134511232376099
324,slyly,0.0861487090587616,-0.15012671053409576
325,nine-pins,0.2231084555387497,-0.03167800232768059
326,trembling,0.21318060159683228,-0.16495396196842194
327,sadder,-0.066741943359375,0.1701996922492981
328,small.,0.24737775325775146,0.4637259542942047
329,foliage,-0.2426498830318451,-0.09651049971580505
330,drop,0.32328200340270996,0.13743165135383606
331,avail,0.00040945521323010325,-0.018991854041814804
332,treated,0.1484539955854416,-0.11373690515756607
333,exactly,-0.12707410752773285,-0.054383810609579086
334,side.,0.2986511290073395,0.5412089228630066
335,clumsily,0.20276357233524323,0.20062802731990814
336,hangs,-0.014210253953933716,-0.11882472038269043
337,remained,-1.053518533706665,-0.4565739035606384
338,quicker,0.19482554495334625,-0.1312739998102188
339,apple-dumplings,0.2169821411371231,0.18805088102817535
340,crowned,-0.3744964897632599,-0.05613430589437485
341,kissed,0.06603453308343887,-0.8386810421943665
342,decked,0.20603524148464203,-0.04364325851202011
343,resembled,-0.055275484919548035,-0.3903709053993225
344,within,-0.09225627779960632,-0.20076598227024078
345,iron,-0.18097850680351257,0.15093934535980225
346,rude,-0.18727456033229828,-0.017645448446273804
347,conceive,0.019347717985510826,-0.06184232980012894
348,plant,0.3629269599914551,0.06214214116334915
349,wedding,0.30793312191963196,0.0002585203619673848
350,respect,0.22059041261672974,-0.5034183263778687
351,died,-0.04079294949769974,0.38001006841659546
352,caves,0.26479822397232056,0.16313593089580536
353,bearskin,-0.20797468721866608,-0.04551379010081291
354,not.,0.3804719150066376,0.6200273036956787
355,arrangements,0.043322909623384476,0.06636626273393631
356,briar,-1.0163737535476685,0.9702736735343933
357,tying,0.1535906344652176,-0.14566123485565186
358,warn,-0.1023423969745636,-0.3144370913505554
359,shaved,-0.3468901216983795,-0.2749584913253784
360,overjoyed,0.8679848909378052,-0.3027367889881134
361,speak,0.43279948830604553,0.11925434321165085
362,dwell,0.10819745063781738,-0.07248488813638687
363,collaborated,0.004634470213204622,-0.09189436584711075
364,bell,0.0748448297381401,0.0600937195122242
365,hazel-tree,0.3972853422164917,-0.038424961268901825
366,bottom,1.590799331665039,-0.5279118418693542
367,overset,-0.054797589778900146,-0.4834652245044708
368,embroidered,-0.02216193452477455,-0.18551921844482422
369,sobbed,0.22551919519901276,0.04531079903244972
370,full,-0.26902979612350464,2.5054047107696533
371,making,-0.7254419326782227,-0.7210035920143127
372,get.,0.3168511390686035,0.5199208855628967
373,cake,0.4285358786582947,-0.2348075956106186
374,miller,0.021194590255618095,0.48323431611061096
375,obsolete,0.33042261004447937,0.1323515921831131
376,heavily,0.08705630898475647,0.21712616086006165
377,compliance,0.15262044966220856,-0.03484518080949783
378,haughty,0.24822060763835907,0.17039914429187775
379,learning,0.5439892411231995,-0.5374323725700378
380,holes,0.17416797578334808,0.1111927479505539
381,snatched,-0.17001846432685852,-0.4245331883430481
382,met,0.4036743938922882,-1.1817387342453003
383,gradually,-0.46655702590942383,0.02465130016207695
384,problem,0.0017747145611792803,-0.11365512758493423
385,waggoner,-0.06745392829179764,0.10969225317239761
386,sore,-0.16700345277786255,0.5268702507019043
387,production,0.14687080681324005,-0.0071929036639630795
388,displaying,0.11828281730413437,-0.12978939712047577
389,received,-0.0917089581489563,-0.47505995631217957
390,greenwood,-0.33979174494743347,0.2923961877822876
391,stationed,0.057176265865564346,-0.38496655225753784
392,website,-0.07116450369358063,-0.25609850883483887
393,nigh,0.2810795307159424,0.1262798309326172
394,swallowed,-0.1408102661371231,-0.7726213932037354
395,crowns,0.37496674060821533,0.19384680688381195
396,poodle,-0.08577471226453781,0.519660472869873
397,malice,0.177923321723938,0.15501436591148376
398,trim,-0.1591423600912094,0.027358075603842735
399,cooks,-0.10592297464609146,0.04452347382903099
400,melted,0.11473482847213745,-0.5124115943908691
401,size.,0.3296661674976349,0.6002201437950134
402,worse,0.0025896604638546705,0.01847665198147297
403,pulled,0.29407063126564026,-0.8227033019065857
404,paying,-0.35299253463745117,-0.005986874923110008
405,rabble,0.19705064594745636,-0.04422285780310631
406,needle.,0.15379483997821808,0.5381168127059937
407,returned,0.601595401763916,-0.407757431268692
408,shoe,0.1680273413658142,-0.06085622310638428
409,wealth,0.4660184383392334,0.2534988224506378
410,bills,0.18872052431106567,-0.16915354132652283
411,property.,0.2821204364299774,0.4181835949420929
412,backward,-0.017957068979740143,-0.0843346044421196
413,starving,0.11968185752630234,-0.012929466553032398
414,plumes,0.31224915385246277,0.28467419743537903
415,little,-2.1261987686157227,4.712284564971924
416,morsels,0.0730915293097496,-0.07707761228084564
417,water,0.3374343514442444,0.04459262639284134
418,month,-0.14591439068317413,0.29399794340133667
419,skipped,-0.011435131542384624,0.04009067267179489
420,sounding,-0.5536138415336609,0.3191332221031189
421,eats,-0.19325552880764008,-0.27386370301246643
422,boldly,0.13095389306545258,0.05264692008495331
423,love,0.4481022357940674,-0.9334878921508789
424,syrup,0.25271403789520264,0.20239907503128052
425,pool,0.20423676073551178,-0.007992357015609741
426,replied,1.6213070154190063,-0.6054844856262207
427,immediately,-0.2607669234275818,0.1465955525636673
428,buzzed,0.0009034366230480373,0.08667854219675064
429,gallery,0.010304879397153854,-0.23959068953990936
430,ashes,-0.034913696348667145,-0.13336655497550964
431,upon,-1.5500192642211914,-3.411411762237549
432,breath,-0.31122520565986633,0.258715957403183
433,supported,0.0688343197107315,-0.6336023211479187
434,kicks,-0.00797088723629713,-0.43709710240364075
435,spoken,0.26994407176971436,-0.44688552618026733
436,warranty,0.02447991818189621,0.06012774258852005
437,await,-0.08698330819606781,-0.4607391655445099
438,violent,-0.354511022567749,0.27607882022857666
439,bucketful,0.5176704525947571,0.32831743359565735
440,confirmation,0.472781777381897,0.28268861770629883
441,thither.,0.38258418440818787,0.6631811261177063
442,hasty,-0.3373839855194092,0.07735540717840195
443,child.,0.28862160444259644,0.6264622211456299
444,door.,0.4142376780509949,0.893303394317627
445,natural,-0.3340578079223633,0.09677276015281677
446,heaven,-0.1746823489665985,0.518909752368927
447,madam,0.4432664215564728,0.14852039515972137
448,four,-1.7069334983825684,1.739352822303772
449,rake,-0.2570386230945587,-0.4602449834346771
450,file,0.04955238103866577,-0.055448442697525024
451,sewn,-0.14420166611671448,-0.5467817187309265
452,mounts,0.24662341177463531,0.21373409032821655
453,suppers,0.14934992790222168,0.03287265822291374
454,1.f,0.2564258873462677,0.2508293092250824
455,boat,0.30631741881370544,-0.06290442496538162
456,appears,0.1381874531507492,0.23919834196567535
457,daughter.,0.5043474435806274,0.7835614085197449
458,school,0.546877920627594,-0.08415228873491287
459,morning.,0.2779124677181244,0.526637613773346
460,receiving,-0.05620626360177994,-0.4246405363082886
461,laugh,-0.08266579359769821,0.28373464941978455
462,treatment,0.35999512672424316,0.2512893080711365
463,frederick,0.03516951948404312,0.3190663456916809
464,fretted,-0.1949150413274765,-0.06718608736991882
465,unenforceability,0.34113115072250366,0.338545560836792
466,who,-3.5036721229553223,0.8811972141265869
467,house-top,0.1181439459323883,-0.012027905322611332
468,conscious,-0.09846611320972443,-0.050093840807676315
469,performed,-0.06699705868959427,0.11523095518350601
470,chimneys.,0.18512830138206482,0.4878500699996948
471,merriment,0.22123539447784424,0.25007620453834534
472,leaned,-0.023044077679514885,-0.13921691477298737
473,accordance,0.29182422161102295,-0.005865198560059071
474,nut,0.12658491730690002,0.09379185736179352
475,nor,-0.8799353837966919,0.2958136200904846
476,rules,0.25500309467315674,0.18079909682273865
477,cardinals,-0.2815144658088684,0.11884577572345734
478,ladder,0.166490375995636,-0.363061785697937
479,deceived,0.12584084272384644,-0.7311767339706421
480,vowed,0.2526286840438843,-0.1243402287364006
481,deceive,-0.15584857761859894,-0.17536896467208862
482,fickle,-0.1478973925113678,-0.20554883778095245
483,hush,0.4532105326652527,-0.14533163607120514
484,presence,0.7551403045654297,0.35099270939826965
485,leagues,0.42371800541877747,0.250479519367218
486,grated,-0.05936027318239212,0.12800854444503784
487,disfigure,-0.03303465247154236,-0.08395414799451828
488,jeremiah,0.21313174068927765,0.16462180018424988
489,hour.,0.3219156265258789,0.4897819757461548
490,luck,0.2559819519519806,0.019788267090916634
491,retire,0.3152230679988861,-0.15632624924182892
492,trap,0.11203233897686005,0.06626713275909424
493,interrupted,0.2498503178358078,0.12923289835453033
494,gaze,-0.003137339372187853,-0.13994614779949188
495,screaming,0.537212610244751,-0.29665884375572205
496,tobacco,-0.37017300724983215,0.24230879545211792
497,fowl,-0.1043785810470581,-0.010084622539579868
498,afraid,0.37102946639060974,0.18575938045978546
499,many-league,-0.2792277932167053,0.10740671306848526
500,rich,-0.41800549626350403,1.5308657884597778
501,third.,0.25781795382499695,0.5610929727554321
502,sort.,0.23656874895095825,0.5633479952812195
503,trap-door,-0.3587628901004791,-0.41776418685913086
504,text,0.048924632370471954,0.23844407498836517
505,distributing,-0.2749738097190857,-0.16632094979286194
506,larger,-0.3237699568271637,0.743400514125824
507,soul,-0.025336487218737602,-0.12764862179756165
508,bed-side,0.26601850986480713,0.00019850334501825273
509,boys,0.11290182173252106,0.19025953114032745
510,light,0.06700202822685242,-0.19658292829990387
511,roaming,-0.19054636359214783,-0.19153739511966705
512,pears,0.23461203277111053,0.17693153023719788
513,celebrate,-0.01667678728699684,-0.3488273620605469
514,talk,0.678104043006897,-0.4634186625480652
515,stroke,0.48857051134109497,0.15275783836841583
516,rushing,-0.27453866600990295,-0.06332186609506607
517,fresh,-0.38051941990852356,0.5417189002037048
518,snowing,0.016079064458608627,0.0648309588432312
519,preparer,0.21414797008037567,0.4215767979621887
520,town.,0.3384305536746979,0.6507927179336548
521,combs,0.10430087149143219,0.04206722602248192
522,indoors,-0.0006035255501046777,-0.1715967357158661
523,trusted,-0.11286144703626633,0.017404425889253616
524,although,0.7692520022392273,-1.0685077905654907
525,walk.,0.3050640821456909,0.4823933243751526
526,blowest,0.059414178133010864,-0.0830918401479721
527,countless,-0.1727217435836792,0.10393372178077698
528,thief,0.08020009100437164,0.14380142092704773
529,forgiven,0.05991794168949127,-0.5924288630485535
530,updated,0.12784571945667267,0.17742134630680084
531,hewing,-0.03407829627394676,-0.3597378730773926
532,forsaken,0.3237238824367523,-0.16564521193504333
533,slept,-0.050922952592372894,-0.06096351146697998
534,waking,0.26865679025650024,0.20146699249744415
535,cleverness,0.29310113191604614,0.08161377906799316
536,tis,-0.40212011337280273,-0.18494132161140442
537,madman,0.11535357683897018,-0.04743165150284767
538,repaid,0.07250219583511353,0.02406097948551178
539,believe,0.3868043124675751,-0.8411717414855957
540,squared,-0.03732948750257492,-0.427541583776474
541,table,1.0688667297363281,-0.7006354331970215
542,replace,-0.021605540066957474,-0.38635843992233276
543,prettiest,0.12472332268953323,0.048976317048072815
544,princes,0.05740601196885109,0.07268279045820236
545,rays,0.39864984154701233,0.22436177730560303
546,royal,-1.1384044885635376,1.6023001670837402
547,wilhelm,-0.07008606195449829,0.6016567945480347
548,gretel,-0.24792087078094482,0.44709888100624084
549,sending,-0.24027642607688904,-0.15553967654705048
550,threatened,-0.029873140156269073,0.10946663469076157
551,uneasiness,-0.005617978051304817,-0.1336708962917328
552,brothers,-0.12932972609996796,0.5434178709983826
553,quick,0.28255176544189453,-0.061373449862003326
554,profits,0.07802099734544754,-0.5257425308227539
555,anyone,-0.7529417276382446,0.6319471001625061
556,caw,0.22727103531360626,-0.1877366006374359
557,locked,0.09554553776979446,-0.40734735131263733
558,heavier,0.0810522511601448,-0.14521725475788116
559,speed,0.2103724181652069,0.12673865258693695
560,many,-1.536116600036621,2.1140098571777344
561,slipped,0.1273168921470642,-0.1205630972981453
562,equally,-0.41884467005729675,-0.09851129353046417
563,heavens,0.5763294696807861,-0.20122231543064117
564,unhappily,-0.2721138298511505,-0.17871558666229248
565,sausages.,0.28298765420913696,0.34434545040130615
566,goldsmith,0.5971431136131287,-0.15996895730495453
567,listeners,-0.16550306975841522,0.1482171267271042
568,stuffed,0.08229448646306992,-0.3999432921409607
